school_state,teacher_prefix,project_grade_category,teacher_number_of_previously_posted_projects,clean_categories,clean_subcategories,essay,price,project_is_approved
in,ms,grades_3_5,14,literacy_language,literacy,a typical lesson school starts read aloud picture book introduce reading writing tasks students learning these read alouds serve mentors learning process units study reading writing curricular guides project based reggio inspired elementary school students eager learn new teaching point day usually inspired context daily read aloud the texts allow us talk shared reading experience since students love chatter when students access quality read alouds strongly relate daily teaching point able experience academic standard realistic context literature for example literacy expert katie wood ray advises using book beekeepers example exhibits writers share slice life these books guides offer unlimited lessons good readers writers your donation allow students live worlds books they able participate memorable lessons engage minds read alouds key hooking learning reading writing,468.67,1
tx,mrs,grades_3_5,2,literacy_language math_science,literature_writing mathematics,a typical day campus exciting my students love learning always put smile face they big personalities even bigger dedication learning they need hero someone willing change future every child deserves champion adult never give understand power connection insists become best rita pierson we school 610 low income students grades k 6 we eager bunch love learn we high expectations learning low resources impact learning with new technology aim high rise occasion i would love incorporate technology intervention time i empower students empowering students starts able give goals tools need successful school my students use ipads foster love learning remediation enrichment students low income families need engagement motivation succeed ipads bring closer achieving success classroom real world my project make difference allowing students access programs reinforce classroom learning motivating stay focused sustained engagement,242.98,1
ga,mrs,grades_3_5,0,math_science specialneeds,mathematics specialneeds,a place everything everything place benjamin franklin one favorite quotes tell students when teach inclusion classes important help learn organization when organized better prepared day my students life when i decided i wanted teacher i not sure students i would encounter along journey i currently teaching high poverty school high mobility i teach two classrooms third graders my focus math science social studies one classes inclusion class we mixture abilities within class students my students charismatic emotional strong willed loving it important build relationships students often times come school seeking positive words interactions adult relationships important students school as school understand value relationships students families my students use chair pockets keep materials organized because i believe students learn best working groups listening peers put groups using small square tables my students not use desks therefore not anywhere keep materials by chair pockets able keep supplies materials arms length times because team teach 3rd grade students travel another classroom half day having chair pockets allow easier travel next class they able pick chair pocket carry next room currently children carrying materials supplies next class arms sometimes include 2 3 textbooks folders notebooks supplies my students able supplies materials arms length having chair pockets also promote organizational skills something children benefit we currently homemade chair pockets however not durable continue rip fall apart at time not enough students classroom poor quality,13.41,1
wa,ms,grades_prek_2,25,literacy_language,literacy literature_writing,first grade students learning read these binders hold fun poems non fiction texts book excerpts support students learning first grade amazing year children it time transform readers your support help along journey my students amazing people i honor spending days within classroom i dozen languages represented many cultures there much diversity terms family structure culture ethnicity everything it amazing environment teach i learn new things students every day so much first graders day involves reading shared reading essential part balanced literacy program entire class uses text practice reading skills this fun poem non fiction article class written piece etc we read text multiple days working different important skills vocabulary phonics fluency students use highlighting show thinking text by end week every kid class read text loves they use binders organize readings bring home share families we need somewhere store shared reading texts students access throughout entire year this project allow share skill reading partners families staff school,63.13,1
sc,ms,grades_prek_2,1,literacy_language,literacy literature_writing,my students always move they always asking answering questions various size groups my goal begin expand real world vocabulary comprehend higher level i like reading lets live thousand different lives estheri teach group second graders come class able read fiction stories well our goal increase nonfiction reading comprehension find concepts topics interest our school small rural school consists 8 small communities everyone takes pride education child we low socio economic school poverty level 90 most teachers work either went school family went school make us huge stakeholders meeting needs students wanting successful possible my students use nonfiction books research topics studying share information classmates families they also use books increase knowledge build vocabulary they learn able explain concepts topics way easier using textbooks my classroom improved project allowing students access nonfiction books topics standards taught second grade these books open student eyes whole new world,356.0,1
ca,mr,grades_6_8,16,health_sports,gym_fitness teamsports,a typical day pe world track unit would quick warmup get track teams we sport like soccer football hockey ect going track event every day our track events include 100m 200m dash mile shot put ect a mega phone would great unit our school full amazing students love pe like track unit the addition megaphone would sweet students start races time able relay messages across field we always trying get attention students distance megaphone would help greatly imagine trying get attention 10 15 kids 400 meters away without megaphone it would impossible the students staff would love megaphone talk distance use horn start races we 100m 200m 400m 800m sprints could really use horn aspect megaphone this awesome donation really help track unit just one simple item like megaphone make life pe much better the horn aspect starting races megaphone aspect instruction distance would epic,137.31,1
ut,ms,grades_6_8,7,specialneeds health_sports,specialneeds teamsports,my students special needs need hands activities learning sports hard takes patience coordination some students physical limitations makes playing sports peers difficult currently students participate general education classes help peer tutors great interaction socialization some students find hard keep general education peers due limited abilities disabilities by classroom set sports equipment students able practice skills coordination also participate slower pace modified level having equipment allow us not dependent general education class gear taking resources away students my students love play physically engaging activities sports hands games learning rules game practicing skills working balance coordination possible donation,247.79000000000005,1
ar,mrs,grades_3_5,1,literacy_language math_science,literacy mathematics,right typical day classroom much routine the students know need beginning day they put homework signed newsletter desks check begin bellwork my students need items organized my students energetic happy souls they love learning new things making new discoveries in room i not really much time set way i would like i would much rather cohesive environment thrive i believe materials able we stay much organized able use data keeping see need focus time energy it important students get learning time our school high poverty they need know skills order progress effectively school become best version these resources help students many ways the binders data binders next year responsible keeping data progressing school year for example essential skill third grade mathematics multiplication facts at school one biggest goals students know multiplication facts fluently we keep many student knows not progress eventually move division this job as keep progress good bad motivated better every time we need shelves classroom keep binders spot the organization charts help students stay organized picking mail needs go home turning papers see as teacher i truly believe responsibility provide effective learning environment students i trying make classroom run smoothly these materials great advantage students they see i not care class also individually i able meet often students need help congratulate i see great things it save us much time,92.53,1
fl,ms,grades_6_8,3,literacy_language,literacy literature_writing,each morning students hear mantra have super shark day for students words completely foreign literally unintelligible our language steam students diverse group could ranging age 11 17 kiddos different yet one thing share challenge immersed new language whether struggling learn english language soaring amazing heights science technology engineering arts mathematics programs students would benefit user friendly technology adapt individual needs do remember first time saw amazing new piece technology made think anything might possible while attending technology workshop sponsored school district i feeling amazon echo presented the demonstrators administrators school district excited device enthusiasm contagious after thinking possibilities educational use i thrilled think students would benefit multi language voice recognition hands free operation chance interact peers never to see a ha moment student face payoff i dream day i come work with fun learning tool classroom alive sounds student engagement authentic communication academic research social interactions never possible,209.98,1
mi,ms,grades_prek_2,0,appliedlearning music_arts,earlydevelopment visualarts,my students two 45 minute outdoor learning times schedule every day some children want extend learning outside my school serves low income students families my children creative enjoy expressing creating art building structures our playground play structure the way playground currently not allow children opportunity creative these materials allow children ability paint draw outside they able build sandbox these materials extend classroom outside affording children participate activities beyond playing playground equipment this project change students lives better allow creative outdoor environment they able paint fresh air they able explore playground binoculars they able create build modeling sand,433.9500000000001,1
ca,mrs,grades_3_5,8,literacy_language history_civics,literacy socialsciences,education powerful weapon use change world nelson mandela students need educated 21st century skills like reading current events forming opinions evidence citing various texts at school five classes 5th grade students their reading levels vary beginning second grade mid tenth grade level they also come diverse ethnic backgrounds including white black hispanic pacific islander asian there levels socioeconomic status represented classroom we students varying levels english proficiency scholastic news interesting motivating ahora magazine 60 students learning english spanish it gets kids wanting read with scholastic news ahora educators guide students understanding expository text we teach read information compare contrast viewpoints summarize conduct inquiries the articles also helpful starters opinion essays learning text features a scholastic news ahora subscription child help us create variety reading experiences classroom the students opportunities meaningful nonfiction fiction reading science spin brings science life students actively engaged not wait new issue donations project help provide fantastic reading resources two 5th grade classrooms it help prepare rigorous reading middle school high school additionally students extension activities magazine topics like writing science research projects presentations also scholastic amazing job providing technology links website videos extensions virtual copies magazines,14.23,1
ca,ms,grades_prek_2,14,literacy_language specialneeds,literacy specialneeds,listening reading must students able learn read fluency an ipod nano fun way students able listen story my students love school love learn using technology they ages six seven i privileged teach 1st grade public school serving 850 students because school community growing socioeconomic divide poor wealthy i strive daily provide equitable experience students i many students learning english second language many students not lot books home i trying give opportunities read books school many students live high poverty area little resources home help currently classroom cd players breaking i not enough functioning cd players students listen books ipods replace cd players solve problem students not able listen book cd easily scratched once cd scratched no longer used by ipod nano problem scratched cd solved students listen books years come young students need hear fluent reading sounds like order read fluency my students able listen many wonderful stories reading time ipods students able hold book hear story read time this popular center classroom my students love book read the ipods help students gain love reading i know items help students grow learn efficient way it also make learning fun i would love buy students paycheck time not possible school pay items i also able use items years come if help i would eternally grateful,319.61,1
md,ms,grades_3_5,0,literacy_language,esl,my classroom entirely made english language learners these students excited learn new language new content my students english language learners they excited learn new language new content many students move countries never school it important resources learn classroom students use book learn practice comparing contrasting students also able use book practice speaking writing different verb tenses this book allow students practice reading writing speaking skills these books help students learn things use everyday lives students practice reading writing speaking skills need survive daily basis,14.95,1
tn,mr,grades_6_8,1,health_sports,teamsports,my students come low socioeconomic backgrounds required pay sports parents unable come funds purchases needed items insurance children my girls love playing basketball would benefit items my school title one school however funds not cover athletic participation my school optional school creative performing arts we top school academic growth need athletic items support girl programs one thing keeps students school participation athletics it raises attendance allows students accountable responsible my student would benefit greatly donation help support goals winning state tournament girls need fundamental skills use actual ncaa nfhs basketballs ensure playing correct equipment the girls also need clothes travel away games this past supplied coaches not get paid coach therefore costs purchasing items come parents not always provide materials required needed your donation help motivate girls typically would not play sports even involved team community the girls would warm traveling instead wearing short sleeved shirt winter time these girls able ball practice practice able participate we two balls extra would allow work ball drills balls,266.05,0
mo,mrs,grades_3_5,4,health_sports specialneeds,health_wellness specialneeds,my kiddos need move third graders still wiggles classroom needs flexible seating accommodations help support a typical day classroom looks like chaos options student chose learn work best moving needed our school small k 8 serving 170 students we might located rural area school anything we 1 1 school chromebooks grades 3 8 we best teachers district truly care students not afraid try new things we close knit community strive provide students educational emotional support third graders love move asking sit chair hours unrealistic i noticed given option students chose places around classroom work benefits our classroom less figity less chatty task my hope give students even options classroom seating while i still provide desks tables would great different seating options available reused year year items like beanbags stadium chairs yoga balls great we also need white boards clipboard give us solid surfaces write in flexible seating classroom lesson taught group usually sitting tables floor criss cross applesauce then students asked move work space this gives sense responsibility choice putting learning hands i believe flexible seating classroom works help students figit less become focused chat less not students comfortable sitting desk some need standing wiggling stool laying floor beanbag this project give opportunity aware work habits ensuring student success there nothing like entering classroom seeing task involved engaged students not mention comfy,238.65,1
il,mrs,grades_prek_2,8,literacy_language math_science,literature_writing mathematics,my classroom room continual learning the students come room pulled reading math support although kindergarten second grade already one year behind peers but fire belly learn grow like book the very hungry caterpillar students hungry hungry knowledge they love learn grow they excited get support need sit alongside peers successful although grades kindergarten second grade enthusiastic learning new things when leave us second grade like butterflies ready take world in classroom small learning centers struggling students work many lack focus ability concentrate the room dividers allow us opportunity block parts room students work interventionists successful they able engage reading math lessons without distractions impact learning the students classroom deserve best education get the use wall dividers help us provide little caterpillars distraction free instruction help grow blossoming butterflies,516.0,1
ny,ms,grades_3_5,21,literacy_language music_arts,literacy visualarts,even though live culture capital world overwhelming majority students never stepped foot museum due budget time restraints classroom teachers no longer bring classes museums so i decided bring museum experience childrenour school dedicated providing rigorous well rounded education every child we want students challenged arts technology infused curriculum embraces multicultural multilingual community empowers students become world citizens passionate leaders through arts i create active learning experiences develop students natural curiosity problem solving abilities we strive create engaging standards driven learning environment characterized high expectations ensuring success students we value families partners education we celebrate voices cultures students families staff community in art room i would like build upon technology station room students work small groups researching artists styles art pieces art work at station students given opportunity visit museums around world to prepare visit i create task cards outlining directions certain museum include activities design brochure museum exhibit research artist plan trip country calculate total expense art making follow actives creating piece artwork inspired certain artist culture the ipads provide students opportunity work collaboratively well motivate learn art cultures around world through museum visits students explore new things provoke imaginations explore curiosities,745.37,1
ga,mr,grades_9_12,0,math_science,mathematics,my statistical reasoning class project based classroom while students learn basics statistics i try make classroom engaging providing opportunity students explore material gather data i want feel connect part data we title i urban school part school improvement grant the majority students low income minority my students mainly seniors mix students plan attend college join military students plan go straight work force the materials requested used collection data students gathering data measures strength speed kicks left right foot students also measure distance kicks number rpm kick in algebra classes examine flight path ball parabolic shape the soccer balls enable statistics students learn confidence intervals statistical summaries graphical numerical comparing two data sets for algebra students soccer balls enable explore parabolas shape flight path given smart ball the donation enable students continue explore real world application concepts learned high school math classrooms the students opportunity not given data use find data it enable really part classroom data,184.79,1
il,ms,grades_prek_2,113,literacy_language,esl literacy,a typical day classroom day full learning activities working together family achieve goals year this fourth year teaching second grade my problem school lacks school funding necessary better education students i 30 smart hard working students they wonderful eager learn day i teach chicago it extremely diverse area students class various backgrounds making class melting pot ethnicity i teach esl special education students language arts math science social studies health zillion life lessons day the school i work wonderful overall lacks good materials the principal staff great work we help assist order benefit student learning as educator i continually try find best students this times difficult accomplished my school would like able purchase materials students unfortunately no funds available time i requesting one ipad pro 1 protective cases research complete classroom assignments the ipad protective case used subjects especially activities support common core the ipad would used times complete activities programs help assist esl special education learners common core students taking turns using ipad daily basis my esl students visual i believe ability see activities ipad rewarding help students make connections assignments having technology classroom students using help increase knowledge students successful future i learned technology classroom makes big difference learning esl students this would help educational programs would assist students learning english i would love opportunity able continue sharing great educational programs students the ipad would benefit student learning your help ensure students learn variety subjects making connections resources i believe wonderful tool learning this ipad would used subjects curriculum support this help motivate learning classroom bring technology high level education,969.98,1
tx,mrs,grades_9_12,0,history_civics music_arts,history_geography music,i strive incorporate culture leadership tolerance social studies classroom everyday it not history lecture step back time experience passion life lessons learned history our school academic alternative high school we teach accept students not typically fit big campus hard situation home we close net family learn adapt overcome obstacles we not music program campus i try incorporate music much possible history psychology lessons last year i challenged students explore protest music vietnam unit the students loved they discovering learning bands culture inspired generation i would like keep fascination year since not music program students learn play vinyls classroom working student based projects assignments this help students appreciate tolerate previous generations they also learn demonstrations important history lessons like civil rights recent wars by introducing classic rock vinyls students started deep appreciation fascination previous generations i going challenge new group students year protest music project couple weeks enthusiastic start research paper artwork positive comments previous students they begging start project since october it gives new excitement joy learning,111.45,1
ms,ms,grades_prek_2,2,literacy_language,literacy literature_writing,in 2nd grade classroom fired learning we also quickly learning order successful education students need advanced technology usage we would like enhance learning purchasing date laptop students get experience my students eager learn new things because area live many students not computers here vles would like give technology experience need advanced educational foundation later society if able purchase least one chromebook start enhancing learning immediately hopefully purchase future we excited advance students way technological world live if able purchase computer would able teach students hands use laptops explore write papers make presentations research we also teach make presentations power points prezi presentations classroom we not confined one area table work groups lap top maximize experience we also incorporating digital activities photography music updated programs if able purchase computer would also work smart board this project build strong independent higher achieving students we want education inviting make learning something students excited we want students ready next grade pride,261.65,0
nj,ms,grades_prek_2,5,appliedlearning specialneeds,earlydevelopment specialneeds,every afternoon extend learning creative play creative prepares kids next generation innovators my students location not define ability determine future our city voted most dangerous poorest city united states consistently past 30 years fortunately labels not actual descriptions my students innocent hardworking energetic inquisitive zealous knowledge they young leaders fighting 21st century education in school 100 eager students receive free breakfast lunch 100 dedicated students thirsty learn 100 teachers driving students grow beyond year growth we fight win we need resources spark creativity open minds possibilities the light table supply different way view material while kinetic sand water bead allow use senses create new artifacts extend thinking imagine boundless ideas these tools encourage discussion team building techniques these resources fuel learning open minds possible they encourage students take change problem solve collaborate they come creative thinkers doers it also help students cope everyday lives,764.9100000000001,1
fl,mrs,grades_3_5,0,literacy_language,literacy literature_writing,my students general education students ese students students learning deficiencies my students love read books together class this not helps stamina reading allows dig deeper develop better understanding text when reading easy books not challenge read grade level thought picking book makes want cry why know work understand said not want peers know not reading grade level my students typical 5th graders want independent want fun school our school title 1 school large percentage students migrant in 5 years i school i watched students grow abilities readers develop great young men women having class sets novels would allow students buddy read even listen text small group following along support modeled pacing phrasing focus intonation having background allows students participate class discussions group activities related text although level students able use accommodations show understanding grade level text the novels chose bridge terabithia percy jackson the lightening thief the tale despereaux not great pieces literature teache life lessons kids identify this supports school wide character education lessons the novels used small group well whole group activities during reading text stop engage small whole group discussions regarding thoughts ideas understanding read donations toward project would allow put novels hands students increases student engagement allowing self monitor comprehension flagging thinking points sticky notes develop skills not use future,27.52,1
ca,ms,grades_6_8,4,health_sports,gym_fitness,we 900 students end school year color run track celebrate year our students work hard everyday physical education class 80 not get enough exercise outside class by giving extra opportunity show running fun inspires run events outside school during 45 minute p e period student try run many times around track each lap event associated designated color examples colors 1st lap green 2nd lap yellow 3rd lap orange 4th lap pink 5th lap blue etc as hit color zones lap blitzed color the color special recipe magical color dust all products 100 natural safe food grade quality to keep eyes certified color throwers try aim low pass some color runners opt wear glasses goggles eyes use bandanna dust mask mouths we certainly recommend color runners wear sunglasses form eye protection they not completely stop color zones we cross colorful hearts try get much little color like with donations able host color run it pretty fun see people still colorful around school town the color run event it like badge honor,588.0,1
sc,ms,grades_prek_2,1,literacy_language math_science,literacy mathematics,it impossible educate mind without involving body learning thinking movement integrated our duty teachers not teach students teach way best meets needs student by bringing highest potential what not able tell first glance rough home environment students come living one poorest areas county out 58 elementary schools school one largest title 1 schools 100 free reduced lunch our students come broken homes little no support socially emotionally academically our 21 precious students little sponges always ready learn eager grow every day they energetic sweet gentle caring enthusiastic innocent the american college sports medicine annual report card physical activity u s children last year issued d minus finding quarter children ages 6 15 active 60 minutes day our vision desk bike pedals extra resource students pedal work this not help meet 60 minutes exercise daily also get systems flowing allow students think better become actively engaged students able use pedals working independently reading even centers recess time these tools help students get wiggles focus better thus helping perform better cognitively behaviorally physical education trending downward many schools prioritize needs face academic demands standardized testing but trying show movement equals better grades better behavior better bodies we anticipate students perform better behaviorally cognitively,34.49,1
ny,ms,grades_3_5,21,appliedlearning music_arts,college_careerprep visualarts,about 500 children week come art room need place unwind tap imaginations creative all often days spent thinking inside box the art room gives place climb outside box our school dedicated providing rigorous well rounded education every child we want students challenged arts technology infused curriculum embraces multicultural multilingual community empowers students become world citizens passionate leaders through arts i create active learning experiences develop students natural curiosity problem solving abilities we strive create engaging standards driven learning environment characterized high expectations ensuring success students we value families partners education we celebrate voices cultures students families staff community i would love create comfortable space students i meet host art talks a place unwind share ideas inspired create a place look examples art hold gallery talks every voice heard opinion valued albert einstein said creativity contagious pass one goals educator twenty first century jobs require people collaborative innovative thinkers art talk space provide students opportunity become,381.47,1
in,ms,grades_6_8,8,math_science literacy_language,appliedsciences literacy,seventh eighth grade students school getting use school science lab first time year it hope science quickly become favorite subject realize not subject everything world around my students future leaders community they learning set example excellence service scholars middle school program working hard gain skills need succeed today competitive world environment nurtures individuals encourages peace thoughtfulness students binder keep assignments classes the middle school team help students learn keep work class separate tab incorporate color coded system kids able personalize binders available times prevent assignments getting lost adolescents notoriously forgetful disorganized our team hopes creating fail safe organization plan students able keep track work important papers,9.99,1
nj,mrs,grades_3_5,0,literacy_language,literacy,working school district supplies hard come challenge many students not understand value education hope desire help build within benjamin franklin said an investment knowledge pays best interest i believe also my students inner city children strong attitudes not seem believe worth investing my students live neighborhood poverty stricken crime filled they children not always know act like children due factors control my school one difficult schools school district our students misunderstood not always given benefit doubt most tough exterior walls built around takes months break once happens amazed talent lies underneath they need someone show time love my school different principal every year last 4 years in september another new person coming needless say not help school morale these materials used guided reading well independent reading centers my students gradually learn independently use materials assist fellow classmates using well my students love getting supplies call take care i able use materials help build independent reading levels well reading stamina reading material level appropriate interesting leads student engagement my students able discussions student led it hope students become independent readers turn able support encourage lower level readers,439.88,1
in,mrs,grades_3_5,11,music_arts,music performingarts,imagine coming music class get learn playing kinds instruments dancing singing playing games playing manipulative like parachutes my students wonderful i pleasure seeing every student kindergarten 5th grade music classroom my students also diverse backgrounds cultures religious beliefs economic backgrounds my school title i school supportive puts students best interests learning first i excited project students able use instruments books parachute variety different ways we able play different kinds drums learning different cultures the bucket drums used 5th grade drum club drum stands discipline respect unity music we able use books cds learn different songs play along we also get use parachute fun music activities learn form articulation listening style etc each materials well used taken care music room this project would make big difference classroom every learner benefit materials especially kinesthetic learners play drums bucket drums use parachute these resources give us many different outlets cover national music standards variety ways playing instruments singing performing improvising composing reading wiring music evaluating understanding music relation history arts subjects,842.8700000000001,1
az,mrs,grades_prek_2,61,appliedlearning,communityservice earlydevelopment,our day begins morning circle time we review numbers shapes patterns abc during free choice students engage dramatic play dolls costumes kitchen miscellaneous props this beginning socialization educational realm our dual language preschool heart urban phoenix we 90 free lunch 10 homeless population many children would never opportunity attend preschool grant funds staffing able offer free preschool students 4 5 years old qualify program with staffing funds need supplement supplies grants turned donors choose acquire materials supplies make preschool experience rich varied research shows strong preschool experience raises percentage graduates high school higher education being able provide exceptional preschool experience students might never another opportunity foster life long success underprivileged studentswith costumes dolls 4 5 year old students able engage dramatic play different professionals community well pretend family works together kitchen home supervised guided dramatic play teaches children cooperate interact socially emotionally appropriate ways the children develop imaginations become cognitively physically ready educational physical tasks kindergarten costumes props enhance learning environment add dimension dramatic play learning interact react peers using appropriate language emotion skill serve throughout life while students play fun become socially ready engage academic career starting kindergarten studies show students successfully attended preschool likely successful educational career when children learn play together cooperatively preschool social emotional skills learn help adjust educational classroom well cooperative learning situations encounter thank,331.26,1
ms,mrs,grades_3_5,0,literacy_language,literacy literature_writing,my students hungry knowledge not technology available by personal chromebooks i believe instill probable knowledge understanding within classroom students able research pace apply knowledge my students fourth graders ranging age 9 10 the students energetic enthusiastic learn our school consists around 600 students we considered low income school little technology provided we recently received wifi students work independently desk complete research pertaining standards skills week we incorporate games research writing enhance students knowledge help gain understanding technology the majority students school not access internet home this enable students function whole gaining experience internet relates skills taught week,179.95,1
az,ms,grades_6_8,1,appliedlearning,other,a typical day classroom starts least 10 32 students immediately asking pencil eraser they need basic school supplies may complete daily school work without worrying whether not materials complete our school poor rural community many students come class needing basic school materials basic pencils paper most students families not enough money provide students essential class materials rely available school with materials students able complete daily tasks classwork class projects they able come school knowing pencils paper available complete daily class activities when class projects enough construction paper markers colored pencils available complete projects these donations basic school supplies students lacking these donations students become successful daily classroom activities they allow students individual projects rather always completing group projects overall make daily lives less stressful knowing essential school supplies readily available,312.67,1
nj,mr,grades_6_8,0,health_sports,gym_fitness teamsports,please help 3rd 8th grade students get equipment necessary help develop important fundamental skills needed sports teamwork builds character character builds success my student average 7 13 year old scholars motivated succeed many scholars live poverty face struggles everyday beyond control our school motto develop scholar character scholarship leadership college ready our school extended school year extended school day with funds minimum important teachers creative passionate in physical education class i preach importance sportsmanship i work hard make sure students developing essential skills need excel sports life by developing gross motor skills promoting significance living healthy active lifestyle physical education important part students day job provide essential foundations need remain healthy happy by giving students proper physical education lessons teaching active healthy preparing futures keeping students streets involved sports help remain school it important students understand value teamwork sportsmanship make better scholars classroom,168.23999999999998,1
az,mrs,grades_prek_2,51,appliedlearning,charactereducation,when six years old remember sit still long period time my 30 six year old students times day need sit complete assignments longer periods time want this make even antsy we take times day brain breaks moving around times need sit better others for students need little extra time complete assignment want know time sitting done timers perfect solution they use timers time going hall use restroom back time area times need little break away crowd time get move this project seems like perfect solution many things classroom i see trying beat timer going errands using restroom that alone time saver i sure your donation project definitely help classroom task organized ever i not wait try see successful students know time,114.95,1
tx,mrs,grades_3_5,0,health_sports,health_wellness,our children need movement our children forced sit still much i want children freedom move get opportunity get physically mentally strong my students military population each connected service member therefore face many obstacles life learning i want learning environment conducive learning gym physical growth these kiddos face deployments parent injuries forced moves different states countries directly impact home lives learning i requested materials used students many different ways these items used encourage physical movement learning lessons create warm inviting atmosphere learn help students need extra movement seated position i strongly believe classroom differentiated invites multiple choice variety opportunities best environment students learn with donations children,389.81,0
ma,ms,grades_prek_2,2,literacy_language math_science,esl mathematics,my students learning numbers counting they need math games materials hands fun play my students young preschoolers this first year school they learning recognize numbers count objects we need basic math games activities inspire practice math skills my students come high poverty area many children not needs met home some live homeless shelters relatives public housing most students second language learners they love coming school learn play others the materials requested used math center small group activities teacher students opportunity recognize name numerals count objects sequence numbers learn use last number counted say many the children love count aloud sing math counting songs currently not many math materials find interesting enough play adding new activities spark curiosity provide challenge as adults know often use math everyday lives it important build strong math foundation young children these materials provide countless hours quality play time keep students engaged learning,117.95,1
mi,mrs,grades_3_5,2,history_civics literacy_language,history_geography literature_writing,my students begging book study as teacher i not deny students eager read analyze novel the 5th grade chosen number stars preferred novel not class set yet my students gaining love reading authentic reading opportunities throughout year i students begging read book analyze it warms heart excited read write quality literature our school copies book not enough student the copies pages falling making difficult read class when students class set number stars able copy this allow read pace reread help comprehension also everyone edition make rereading specific excerpts much easier page with new set books not using class time repair damaged falling apart books instead read enjoy story completely number stars classic novel gets students engaged highly interested holocaust time period they ask questions history request ela last longer earlier day my students want debates depth conversations novel after introduced time history i students extra research time asking questions class this books encourages love reading learning,4.76,1
va,ms,grades_prek_2,0,literacy_language,esl,every morning i start day greeting english language learners polish native language spanish arabic fon english they never tired teaching simple expressions mother tongue then launch learning new things english i teach inner city school population 500 students we approximate rate 85 free reduced lunch we currently 74 english language learners some born united states others abroad some immigrants others refugees all eager learn new things second third language english my students need see manipulate things order understand learn english i believe do not talk show during small groups learn english using materials content areas i would like use reading grammar computer games allow ell students practice new skills using technology tools no access home i believe images manipulatives improve academic well social english language proficiency i also hope materials help visualize experience english language make learning engaging fun many ell students come us without prior literacy education without learning experiences american peers they get first notebook set textbooks markers us we show computer teach use electronic devices access online resources academic purposes this explore experience culture start acculturation process become integral part society this start change lives,337.88000000000005,0
